,name,protein,unit protein,carb,unit carb,lipid,unit lip,searched
3678,irish mist liqueur,2.8,G,20.9,G,15.7,G,1
3679,golden seedless raisin,3.28,G,80.0,G,0.2,G,1
3680,veal neck bone,25.8,G,0.0,G,7.96,G,1
3681,unsifted all-purpose flmy,10.9,G,77.3,G,1.48,G,1
3682,canned peach half,0.4,G,13.6,G,0.08,G,1
3683,red pepper sauce,0.0,G,16.7,G,0.0,G,1
3684,vanilla butternuting,24.9,G,12.0,G,57.0,G,1
3685,garam masala powder,0.0,G,0.0,G,0.0,G,1
3686,bleached sultana raisin,2.5,G,77.5,G,0.0,G,1
3687,dried fenugreek leaf,23.0,G,58.4,G,6.41,G,1
3688,whole mustard seed,26.1,G,28.1,G,36.2,G,1
3689,lemon jelly crystal,0.15,G,70.0,G,0.02,G,1
3690,custard,5.11,G,11.0,G,3.43,G,1
3691,sweet potato flmy,7.41,G,45.2,G,2.84,G,1
3692,chuck eye steak,18.9,G,0.0,G,16.8,G,1
3693,ground sichuan pepper,27.1,G,0.0,G,10.3,G,1
3694,whole grain baguette,9.26,G,38.6,G,19.0,G,1
3695,thick slab bacon,40.0,G,0.0,G,50.0,G,1
3696,round steak,21.2,G,0.0,G,6.59,G,1
3697,white truffle oil,0.0,G,0.0,G,100,G,1
3698,unblanched whole almond,18.2,G,27.9,G,49.9,G,1
3699,whole cumin seed,17.8,G,44.2,G,22.3,G,1
3700,chocolate almond bark,7.14,G,57.1,G,35.7,G,1
3701,wide rice noodle,1.78,G,23.9,G,0.2,G,1
3702,fresh lima bean,7.25,G,19.4,G,6.86,G,1
3703,onion hamburger bun,9.77,G,50.1,G,3.91,G,1
3704,aji yellow paste,0.0,G,0.0,G,0.0,G,1
3705,butter,1.18,G,2.35,G,0.0,G,1
3706,baby swiss cheese,23.8,G,0.0,G,28.6,G,1
3707,hot chili paste,1.39,G,7.66,G,0.4,G,1
3708,unsalted chicken stock,2.52,G,3.53,G,1.2,G,1
3709,graham cracker square,6.69,G,77.7,G,10.6,G,1
3710,rock lobster tail,11.6,G,4.14,G,20.1,G,1
3711,powdered peanut butter,41.7,G,41.7,G,12.5,G,1
3712,fresh french bean,2.02,G,19.3,G,9.16,G,1
3713,fresh white breadcrumb,10.9,G,0.73,G,0.17,G,1
3714,full-bodied red wine,0.07,G,2.61,G,0.0,G,1
3715,diet orange soda,0.1,G,0.0,G,0.0,G,1
3716,pork sirloin chop,20.5,G,0.0,G,8.96,G,1
3717,red currant jelly,0.0,G,81.2,G,0.0,G,1
3718,lamb loin,25.0,G,0.0,G,22.9,G,1
3719,white frosting,0.0,G,66.7,G,18.2,G,1
3720,beef gravy granule,21.6,G,1.58,G,7.05,G,1
3721,dried tropical fruit,2.28,G,78.6,G,0.62,G,1
3722,pork sirloin,22.9,G,0.0,G,1.71,G,1
3723,caramel syrup,0.0,G,61.8,G,0.0,G,1
3724,lamb leg steak,18.6,G,0.13,G,14.5,G,1
3725,black bean sauce,6.28,G,17.4,G,8.45,G,1
3726,candied red cherry,1.0,G,12.2,G,0.3,G,1
3727,french bread cube,10.8,G,51.9,G,2.42,G,1
3728,rack of rib,21.3,G,0.0,G,16.9,G,1
3729,almond liqueur,0.0,G,41.6,G,0.3,G,1
3730,colored crystal sugar,0.0,G,85.0,G,0.0,G,1
3731,mixed baby green,1.2,G,5.7,G,0.2,G,1
3732,smoked ham,16.1,G,0.0,G,10.7,G,1
3733,fresh dill leaf,3.46,G,7.02,G,1.12,G,1
3734,coarse black pepper,0.0,G,125,G,0.0,G,1
3735,whole grain bun,9.3,G,46.5,G,3.49,G,1
3736,black sesame seed,0.0,G,0.0,G,0.0,G,1
3737,chinese duck sauce,0.0,G,52.8,G,0.0,G,1
3738,pie crust mix,4.0,G,80.0,G,0.0,G,1
3739,blackberry jam,0.0,G,26.7,G,0.0,G,1
3740,unbleached bread flmy,14.3,G,72.8,G,1.65,G,1
3741,plain kefir,3.79,G,4.77,G,1.02,G,1
3742,wheat gluten flmy,75.2,G,13.8,G,1.85,G,1
3743,snow pea pod,2.8,G,7.55,G,0.2,G,1
3744,bitter almond oil,0.82,G,4.19,G,2.71,G,1
3745,fresh button mushroom,2.89,G,4.08,G,0.371,G,1
3746,le seuer pea,14.1,G,62.2,G,14.1,G,1
3747,spring roll wrapper,9.8,G,57.9,G,1.5,G,1
3748,coconut pudding mix,0.9,G,83.5,G,10.0,G,1
3749,whole grain bread,13.5,G,21.6,G,1.35,G,1
3750,garlic non-stick spray,0.0,G,0.0,G,0.0,G,1
3751,dried sour cherry,1.25,G,80.4,G,0.73,G,1
3752,white corn syrup,0.0,G,76.8,G,0.2,G,1
3753,herbed goat cheese,21.6,G,0.12,G,29.8,G,1
3754,spiral shaped pastum,10.2,G,65.7,G,17.7,G,1
3755,buttermilk baking mix,6.2,G,53.9,G,11.0,G,1
3756,dried vegetable flake,17.4,G,47.8,G,8.82,G,1
3757,ground star anise,17.6,G,50.0,G,15.9,G,1
3758,dry parsley flake,2.97,G,6.33,G,0.79,G,1
3759,powdered egg substitute,55.5,G,21.8,G,13.0,G,1
3760,hot dog relish,0.0,G,26.7,G,0.0,G,1
3761,sardines in oil,17.9,G,2.68,G,19.6,G,1
3762,tomato rice soup,0.82,G,8.54,G,1.06,G,1
3763,brown rice miso,6.67,G,26.7,G,0.0,G,1
3764,instant coffee powder,11.6,G,76.0,G,0.2,G,1
3765,dry milk,26.3,G,38.4,G,26.7,G,1
3766,fresh apple juice,0.1,G,11.3,G,0.13,G,1
3767,almond toffee bit,32.0,G,28.6,G,25.9,G,1
3768,red pesto sauce,8.61,G,5.78,G,59.2,G,1
3769,frozen asparagus cut,3.23,G,4.1,G,0.23,G,1
3770,hollandaise sauce mix,28.6,G,57.1,G,28.6,G,1
3771,unsalted dry-roasted cashew,24.4,G,21.3,G,49.7,G,1
3772,grey poupon mustard,17.9,G,25.0,G,50.0,G,1
3773,almond syrup,0.0,G,85.1,G,0.0,G,1
3774,asparagus spear,2.2,G,3.88,G,0.12,G,1
3775,waffle-shaped french fry,6.63,G,52.8,G,34.1,G,1
3776,lemon,0.0,G,6.67,G,30.0,G,1
3777,pineapple juice concentrate,1.3,G,44.3,G,0.1,G,1
3778,double devon cream,0.0,G,3.57,G,46.4,G,1
3779,powdered egg white,82.4,G,4.47,G,0.04,G,1
3780,hot dry mustard,11.2,G,75.2,G,2.0,G,1
3781,brown rice pastum,6.52,G,24.2,G,4.49,G,1
3782,frozen concentrated lemonade,0.22,G,49.9,G,0.7,G,1
3783,reynolds wrap foil,14.8,G,22.5,G,12.5,G,1
3784,fresh swordfish steak,19.7,G,0.0,G,6.65,G,1
3785,white processed cheese,16.1,G,8.85,G,23.1,G,1
3786,cream of coconut,0.0,G,40.0,G,5.0,G,1
3787,creme de noyaux,0.0,G,41.6,G,0.3,G,1
3788,skim milk powder,3.43,G,4.89,G,0.08,G,1
3789,white turkey meat,0,0,0,0,0,0,1
3790,hard apple cider,0.0,G,5.92,G,0.0,G,1
3791,lobster tail meat,17.8,G,0.0,G,33.5,G,1
3792,dried sweetened cranberry,0.17,G,82.8,G,1.09,G,1
3793,poppy seed filling,0.92,G,23.7,G,33.3,G,1
3794,mixed-grain hamburger bun,9.3,G,46.5,G,3.49,G,1
3795,whole wheat spaghettus,10.2,G,48.9,G,1.53,G,1
3796,garbanzo bean,20.5,G,63.0,G,6.04,G,1
3797,orange rind twist,61.3,G,0.0,G,31.3,G,1
3798,unsweetened almond milk,0.4,G,1.31,G,0.96,G,1
3799,cooked wild rice,2.86,G,18.6,G,0.0,G,1
3800,instant brown rice,8.0,G,78.0,G,3.0,G,1
3801,top ramen noodle,10.2,G,60.3,G,17.6,G,1
3802,honey barbecue sauce,0.0,G,33.3,G,0.0,G,1
3803,salted mixed nut,19.6,G,21.0,G,53.6,G,1
3804,graham wafer crumb,6.69,G,77.7,G,10.6,G,1
3805,white almond bark,11.4,G,51.4,G,37.1,G,1
3806,strawberry-banana yogurt,2.35,G,17.1,G,1.18,G,1
3807,cherry dried cranberry,0.17,G,82.8,G,1.09,G,1
3808,vermicelli rice noodle,10.4,G,76.3,G,1.37,G,1
3809,dry roasted peanut,24.4,G,21.3,G,49.7,G,1
3810,sun-dried tomato paste,14.1,G,55.8,G,2.97,G,1
3811,steel cut oat,12.5,G,67.5,G,6.25,G,1
3812,dried chinese mushroom,4.72,G,72.5,G,0.5,G,1
3813,pinot grigio wine,0.07,G,2.06,G,0.0,G,1
3814,english toffee bit,32.0,G,28.6,G,25.9,G,1
3815,brown sugar ham,16.1,G,8.93,G,3.57,G,1
3816,apricot baby food,0.3,G,17.3,G,0.0,G,1
3817,rack of lamb,19.9,G,0.05,G,9.96,G,1
3818,flat egg noodle,10.3,G,51.9,G,31.7,G,1
3819,mild curry powder,10.0,G,50.0,G,15.0,G,1
3820,instant bouillon granule,16.7,G,64.9,G,13.9,G,1
3821,dry mustard,4.25,G,5.3,G,3.38,G,1
3822,chambord raspberry liquor,0.35,G,0.0,G,0.0,G,1
3823,lemon drop candy,0.0,G,88.1,G,0.2,G,1
3824,oriental sesame oil,0.0,G,0.0,G,100,G,1
3825,dried summer savory,4.66,G,6.8,G,8.7,G,1
3826,self-raising flmy,8.41,G,74.8,G,1.72,G,1
3827,tagliatelle pasta noodle,6.43,G,5.65,G,2.06,G,1
3828,lemon cookies,3.57,G,64.3,G,12.5,G,1
3829,apple butter,0.0,G,38.9,G,0.0,G,1
3830,white crab meat,18.3,G,0.0,G,0.7,G,1
3831,"oranges, zest of",5.26,G,65.8,G,18.4,G,1
3832,beef bouillon,0.0,G,25.0,G,0.0,G,1
3833,mangoes in syrup,0.82,G,15.0,G,0.38,G,1
3834,amaretti cookie crumb,4.78,G,70.2,G,21.5,G,1
3835,fresh brussels sprout,3.42,G,9.03,G,2.94,G,1
3836,baby salad leaf,7.61,G,75.0,G,8.36,G,1
3837,orange blossom water,0.5,G,10.3,G,0.09,G,1
3838,chicken bouillon mix,0.64,G,0.44,G,0.21,G,1
3839,grains of paradise,10.3,G,75.9,G,1.63,G,1
3840,sweet creamy butter,24.5,G,17.0,G,54.2,G,1
3841,pear baby food,0.3,G,13.6,G,0.1,G,1
3842,dark chocolate syrup,0.0,G,77.6,G,0.0,G,1
3843,butterscotch sundae sauce,2.2,G,67.1,G,29.0,G,1
3844,passion fruit juice,0.39,G,13.6,G,0.05,G,1
3845,honey nut cheerio,8.85,G,79.7,G,5.0,G,1
3846,frozen pea pod,2.8,G,7.2,G,0.3,G,1
3847,black bean paste,6.22,G,50.0,G,0.47,G,1
3848,dutch-processed cocoa powder,18.1,G,58.3,G,13.1,G,1
3849,brown rice flmy,6.52,G,24.2,G,4.49,G,1
3850,sherry wine vinegar,0.0,G,0.0,G,0.0,G,1
3851,ature tart shell,4.01,G,71.8,G,9.02,G,1
3852,chocolate fudge topping,2.39,G,76.7,G,10.4,G,1
3853,chinese wheat noodle,10.9,G,63.6,G,21.2,G,1
3854,stuffed green olife,1.15,G,4.96,G,12.9,G,1
3855,light rye bread,8.5,G,48.3,G,3.3,G,1
3856,liquid creamer,1.0,G,11.4,G,9.97,G,1
3857,fudge sauce,2.39,G,76.7,G,10.4,G,1
3858,pink grapefruit juice,0.5,G,9.2,G,0.1,G,1
3859,roasted sesame seed,17.0,G,25.7,G,48.0,G,1
3860,hot english mustard,8.87,G,44.2,G,1.69,G,1
3861,salsa,0.0,G,6.45,G,0.0,G,1
3862,dried banana,3.89,G,88.3,G,1.81,G,1
3863,moist coconut,17.9,G,0.0,G,0.74,G,1
3864,orange brandy,0.0,G,0.0,G,0.0,G,1
3865,rye toast,9.34,G,53.1,G,3.63,G,1
3866,horehound leaf,7.61,G,75.0,G,8.36,G,1
3867,pommery mustard,0.0,G,0.0,G,10.0,G,1
3868,carbonated beverage,0.0,G,12.3,G,0.0,G,1
3869,fresh crab,4.12,G,8.58,G,16.3,G,1
3870,lamb neck,22.3,G,0.0,G,7.3,G,1
3871,chili vinegar,0.0,G,0.0,G,0.0,G,1
3872,black cumin,17.8,G,44.2,G,22.3,G,1
3873,finnan haddie,0,0,0,0,0,0,1
3874,fireweed blossom,4.71,G,19.2,G,2.75,G,1
3875,baking ammonium,4.52,G,21.6,G,0.89,G,1
3876,coconut yogurt,0.31,G,7.95,G,3.5,G,1
3877,yogurt starter,3.5,G,16.0,G,1.8,G,1
3878,malt extract,0.06,G,12.6,G,0.06,G,1
3879,floury potato,3.89,G,13.4,G,11.2,G,1
3880,kombu seaweed,3.71,G,2.4,G,1.37,G,1
3881,tofu crumble,3.5,G,16.0,G,1.8,G,1
3882,piquin chily,12.6,G,4.57,G,9.79,G,1
3883,fleischmann's margarine,0.0,G,0.0,G,28.6,G,1
3884,pineapple bit,32.0,G,28.6,G,25.9,G,1
3885,butterscotch candy,0.03,G,90.4,G,3.3,G,1
3886,marshmallow whip,1.8,G,81.3,G,0.2,G,1
3887,roasted walnut,10.2,G,30.9,G,53.9,G,1
3888,topping mix,12.6,G,73.1,G,4.1,G,1
3889,coconut liqueur,0.0,G,41.6,G,0.3,G,1
3890,kefalograviera cheese,16.1,G,8.85,G,23.1,G,1
3891,trix cereal,3.23,G,87.1,G,4.84,G,1
3892,raclette cheese,21.4,G,0.0,G,28.6,G,1
3893,licorice root,0.0,G,93.6,G,0.05,G,1
3894,marlin steak,11.9,G,4.42,G,9.12,G,1
3895,red gelatin,1.22,G,14.2,G,0.0,G,1
3896,grape gelatin,1.22,G,14.2,G,0.0,G,1
3897,hog casing,26.0,G,0.0,G,13.6,G,1
3898,pork neck,25.8,G,0.0,G,7.96,G,1
3899,japanese cucumber,0.52,G,7.2,G,0.09,G,1
3900,tri-colored fusilli,14.3,G,73.2,G,1.79,G,1
3901,pork shank,21.6,G,0.41,G,9.85,G,1
3902,mulling spice,0.0,G,0.0,G,0.0,G,1
3903,tuna fillet,21.1,G,9.32,G,11.9,G,1
3904,mocha coffee,2.56,G,10.2,G,1.47,G,1
3905,smithfield ham,17.9,G,7.14,G,3.57,G,1
3906,chocolate-covered pretzel,2.14,G,87.8,G,8.3,G,1
3907,dried craisin,0.17,G,82.8,G,1.09,G,1
3908,injera bread,3.48,G,18.3,G,0.84,G,1
3909,shiro miso,30.0,G,40.0,G,10.0,G,1
3910,walnut meat,0.0,G,0.0,G,100,G,1
3911,garlic hummu,7.78,G,15.0,G,17.8,G,1
3912,meat broth,21.8,G,0.0,G,7.95,G,1
3913,meat piece,12.5,G,59.9,G,24.8,G,1
3914,prune puree,2.1,G,65.1,G,0.2,G,1
3915,soy oil,0.0,G,0.0,G,100,G,1
3916,garlic-stuffed olife,3.14,G,21.7,G,8.51,G,1
3917,pumpkin,1.67,G,9.17,G,0.0,G,1
3918,wheat beer,0.46,G,3.55,G,0.0,G,1
3919,small clam,8.73,G,9.83,G,4.72,G,1
3920,guava jelly,0.0,G,71.4,G,0.0,G,1
3921,raspberry vodka,0.0,G,0.0,G,0.0,G,1
3922,dry vermouth,12.3,G,75.9,G,1.33,G,1
3923,jalapeno relish,0.0,G,28.6,G,0.0,G,1
3924,licor 43,12.5,G,75.0,G,1.79,G,1
3925,pork knuckle,27.5,G,0.0,G,7.58,G,1
3926,garlic scape,1.4,G,3.36,G,73.0,G,1
3927,'s sauce,3.92,G,83.6,G,7.63,G,1
3928,tamarus,0,0,0,0,0,0,1
3929,comice pear,0.36,G,15.2,G,0.14,G,1
3930,grey poupon,17.9,G,25.0,G,50.0,G,1
3931,multi-grain roll,13.4,G,43.3,G,4.23,G,1
3932,live lobster,11.6,G,4.14,G,20.1,G,1
3933,mint jelly,0.0,G,65.0,G,0.0,G,1
3934,arame seaweed,3.71,G,2.4,G,1.37,G,1
3935,salad burnet,1.32,G,5.9,G,44.5,G,1
3936,kahlua hazelnut,15.0,G,16.7,G,60.8,G,1
3937,smoked oyster,9.2,G,4.38,G,2.76,G,1
3938,white peach,0.13,G,11.9,G,0.01,G,1
3939,pretzel rod,10.7,G,78.6,G,3.57,G,1
3940,cappuccino chip,1.71,G,2.76,G,0.99,G,1
3941,hamburger dill,13.3,G,29.6,G,10.2,G,1
3942,dried morel,3.12,G,5.1,G,0.57,G,1
3943,dough enhancer,7.1,G,52.6,G,6.0,G,1
3944,cloudberry jam,2.4,G,8.6,G,0.8,G,1
3945,dark rye,15.9,G,68.6,G,2.22,G,1
3946,fresh sardine,17.9,G,21.9,G,7.96,G,1
3947,pecan sandy,6.9,G,58.6,G,34.5,G,1
3948,purple turnip,2.46,G,3.39,G,0.19,G,1
3949,plastic spoon,11.8,G,81.4,G,2.1,G,1
3950,mace blade,6.71,G,50.5,G,32.4,G,1
3951,pasta dough,7.1,G,52.6,G,6.0,G,1
3952,spelt berry,5.5,G,26.4,G,0.85,G,1
3953,shark fillet,20.9,G,9.85,G,14.2,G,1
3954,bean thread,0.0,G,92.6,G,0.0,G,1
3955,filo pastry,7.4,G,45.7,G,38.5,G,1
3956,linguine,12.5,G,78.6,G,1.79,G,1
3957,mango liqueur,0.0,G,41.6,G,0.3,G,1
3958,wakame seaweed,3.03,G,9.14,G,0.64,G,1
3959,frog's leg,16.4,G,0.0,G,0.3,G,1
3960,vegetarian broth,3.81,G,9.19,G,9.96,G,1
3961,ginger beer,0.0,G,10.7,G,0.0,G,1
3962,turkey bone,27.9,G,0.0,G,9.8,G,1
3963,anjou pear,0.33,G,14.9,G,0.14,G,1
3964,candied orange,0.94,G,11.8,G,0.12,G,1
3965,fruit jelly,0.0,G,21.4,G,0.0,G,1
3966,hanger steak,11.9,G,4.42,G,9.12,G,1
3967,cotton ball,18.1,G,5.57,G,38.1,G,1
3968,beef jerky,33.2,G,11.0,G,25.6,G,1
3969,parsley root,2.97,G,6.33,G,0.79,G,1
3970,pork riblet,19.6,G,0.0,G,15.2,G,1
3971,dill flower,1.03,G,3.28,G,0.07,G,1
3972,distilled water,0.0,G,0.0,G,0.0,G,1
3973,oyster mushroom,2.9,G,6.94,G,0.188,G,1
3974,coca-cola,0.0,G,12.1,G,0.0,G,1
3975,jam roll,0.37,G,68.9,G,0.07,G,1
3976,lemon oil,0.1,G,90.3,G,1.5,G,1
3977,winter savory,3.41,G,12.1,G,2.15,G,1
3978,sparerib rack,28.8,G,0.0,G,30.0,G,1
3979,crab roe,22.3,G,1.5,G,6.42,G,1
3980,sardine fillet,17.9,G,21.9,G,7.96,G,1
3981,nanami togarashi,0.0,G,0.0,G,0.0,G,1
3982,tuaca liqueur,0.0,G,41.6,G,0.3,G,1
3983,california walnut,0.0,G,0.0,G,100,G,1
3984,jerusalem artichoke,2.0,G,17.4,G,0.01,G,1
3985,geranium leaf,7.61,G,75.0,G,8.36,G,1
3986,date syrup,0.0,G,75.0,G,0.0,G,1
3987,coconut butter,7.14,G,25.0,G,64.3,G,1
3988,large scallop,2.7,G,14.1,G,4.92,G,1
3989,ground cranberry,27.1,G,0.0,G,10.3,G,1
3990,shitake mushroom,12.3,G,71.9,G,1.75,G,1
3991,mung bean,6.52,G,17.8,G,6.86,G,1
3992,calimyrna fig,2.5,G,65.0,G,0.0,G,1
3993,herring fillet,10.5,G,12.3,G,7.89,G,1
3994,lime marmalade,0.3,G,66.3,G,0.0,G,1
3995,fruit snack,0.0,G,12.0,G,0.0,G,1
3996,yellow potato,1.18,G,14.1,G,0.0,G,1
3997,salad mustard,0.0,G,0.0,G,0.0,G,1
3998,vegetable margarine,0.0,G,0.0,G,78.6,G,1
3999,honeydew ball,0.54,G,9.09,G,0.14,G,1
4000,chocolate biscuit,10.0,G,51.1,G,22.5,G,1
4001,vegetable dip,2.04,G,13.6,G,15.2,G,1
4002,marinated tofu,3.5,G,16.0,G,1.8,G,1
4003,cranberry-orange relish,0.3,G,46.2,G,0.1,G,1
4004,hazelnut butter,17.9,G,28.6,G,50.0,G,1
4005,cantaloupe ball,0.33,G,15.6,G,0.11,G,1
4006,ox tongue,19.1,G,0.0,G,22.1,G,1
4007,black gram,21.7,G,62.8,G,1.49,G,1
4008,corn chowder,1.77,G,13.1,G,3.89,G,1
4009,shoestring carrot,2.16,G,25.6,G,6.24,G,1
4010,sashimi-grade tuna,12.2,G,2.33,G,0.29,G,1
4011,bee pollen,20.0,G,70.0,G,0.0,G,1
4012,edible orchid,2.8,G,7.55,G,0.2,G,1
4013,orange pepper,1.0,G,5.0,G,0.0,G,1
4014,pink champagne,0.16,G,12.2,G,0.08,G,1
4015,cooked vermicelli,0.1,G,82.3,G,0.1,G,1
4016,wild salmon,19.8,G,0.0,G,6.34,G,1
4017,whey protein,22.2,G,50.9,G,9.78,G,1
4018,pork jowl,6.38,G,0.0,G,69.6,G,1
4019,wax pepper,0.0,G,32.4,G,0.1,G,1
4020,pearl onion,0.7,G,6.49,G,2.58,G,1
4021,french thyme,5.56,G,24.4,G,1.68,G,1
4022,pigs tail,27.8,G,0.0,G,4.3,G,1
4023,harusame noodle,4.51,G,25.0,G,2.06,G,1
4024,buckwheat flake,13.2,G,71.5,G,3.4,G,1
4025,sturgeon fillet,24.6,G,4.0,G,17.9,G,1
4026,veal brisket,16.7,G,6.52,G,8.56,G,1
4027,beef silverside,27.1,G,0.0,G,14.9,G,1
4028,guinness draught,4.55,G,50.0,G,27.3,G,1
4029,granola bar,8.82,G,64.7,G,20.6,G,1
4030,venison roast,36.1,G,0.0,G,3.93,G,1
4031,cuervo tequila,0.0,G,0.0,G,0.0,G,1
4032,diet lemonade,0.0,G,0.57,G,0.0,G,1
4033,fresh tortellini,13.5,G,47.0,G,7.23,G,1
4034,crab base,0.0,G,14.3,G,7.14,G,1
4035,paper cup,5.07,G,72.5,G,1.21,G,1
4036,turkey fillet,23.0,G,9.0,G,18.0,G,1
4037,rice crumb,13.4,G,72.0,G,5.3,G,1
4038,acid blend,0.16,G,12.5,G,0.12,G,1
4039,foil liner,5.0,G,65.0,G,27.5,G,1
4040,lentil sprout,8.96,G,22.1,G,0.55,G,1
4041,purple basil,0.39,G,13.6,G,0.05,G,1
4042,watermelon juice,0.0,G,12.5,G,0.0,G,1
4043,aceto balsamico,0.0,G,86.7,G,0.0,G,1
4044,hawaiian roll,6.67,G,16.7,G,5.83,G,1
4045,cuban bread,10.8,G,51.9,G,2.42,G,1
4046,carrot curl,0.93,G,9.58,G,0.24,G,1
4047,potato skin,6.07,G,16.3,G,12.4,G,1
4048,catfish,16.2,G,0.0,G,2.82,G,1
4049,dandelion flower,2.82,G,9.58,G,3.46,G,1
4050,galanga powder,3.69,G,79.6,G,0.47,G,1
4051,smoked mackerel,25.5,G,0.0,G,10.0,G,1
4052,canned vegetable,0.93,G,3.87,G,0.31,G,1
4053,cucumber relish,1.7,G,25.7,G,0.92,G,1
4054,brown flmy,0.12,G,98.1,G,0.0,G,1
4055,pandan leaf,7.61,G,75.0,G,8.36,G,1
4056,dried pea,7.18,G,19.3,G,7.0,G,1
4057,moroccan seasoning,2.0,G,9.7,G,1.06,G,1
4058,orange bitter,0.82,G,4.19,G,2.71,G,1
4059,pineapple-coconut juice,0.36,G,12.9,G,0.12,G,1
4060,honey-baked ham,17.9,G,7.27,G,2.37,G,1
4061,ham,16.1,G,7.14,G,2.68,G,1
4062,toast round,22.0,G,0.0,G,2.4,G,1
4063,cajun mustard,4.25,G,5.3,G,3.38,G,1
4064,fruit roll-up,0.1,G,85.2,G,3.5,G,1
4065,fakin' bakin,11.1,G,55.6,G,22.2,G,1
4066,pet milk,3.28,G,4.67,G,3.2,G,1
4067,multi-grain cracker,7.14,G,68.2,G,10.7,G,1
4068,lingonberry sauce,0.0,G,42.9,G,0.0,G,1
4069,greek pepper,8.9,G,22.4,G,4.29,G,1
4070,haricot bean,1.2,G,7.23,G,0.0,G,1
4071,bonito flake,66.7,G,0.0,G,0.0,G,1
4072,sambuca liqueur,0.0,G,41.6,G,0.3,G,1
4073,rye flake,8.5,G,48.3,G,3.3,G,1
4074,waffle batter,13.2,G,16.6,G,9.14,G,1
4075,pineapple extract,0.06,G,12.6,G,0.06,G,1
4076,ground dill,0.48,G,1.99,G,0.43,G,1
4077,tempura batter,3.7,G,20.3,G,15.6,G,1
4078,tamarind pod,2.8,G,62.5,G,0.6,G,1
4079,elderflower head,13.8,G,0.0,G,10.9,G,1
4080,stevia truvium,0.0,G,100,G,0.0,G,1
4081,cookies,4.55,G,65.9,G,22.7,G,1
4082,dried peppermint,3.75,G,14.9,G,0.94,G,1
4083,chocolate truffle,4.0,G,40.0,G,11.0,G,1
4084,dried kelp,1.68,G,9.57,G,0.56,G,1
4085,multi-grain spaghettus,13.4,G,43.3,G,4.23,G,1
4086,orange strip,11.7,G,5.31,G,29.5,G,1
4087,icing,0.0,G,65.7,G,25.7,G,1
4088,lemon liqueur,0.0,G,41.6,G,0.3,G,1
4089,ginger preserve,0.0,G,65.0,G,0.0,G,1
4090,rib-eye,21.2,G,0.0,G,6.57,G,1
4091,veal broth,16.7,G,6.52,G,8.56,G,1
4092,potato cake,4.69,G,21.9,G,4.69,G,1
4093,yel,6.32,G,70.1,G,19.8,G,1
4094,grouper fillet,19.4,G,0.0,G,1.02,G,1
4095,herb vinegar,0.0,G,0.93,G,0.0,G,1
4096,dory fillet,23.0,G,9.0,G,18.0,G,1
4097,rye berry,8.5,G,48.3,G,3.3,G,1
4098,veal medallion,16.7,G,6.52,G,8.56,G,1
4099,snake bean,5.44,G,15.9,G,3.7,G,1
4100,vegan burger,0.3,G,16.0,G,19.2,G,1
4101,pomegranate-acai juice,0.83,G,12.8,G,0.83,G,1
4102,whey powder,66.7,G,18.0,G,5.13,G,1
4103,methi leaf,7.61,G,75.0,G,8.36,G,1
4104,pig head,13.8,G,0.0,G,10.9,G,1
4105,green banana,1.26,G,30.9,G,3.24,G,1
4106,vanilla cupcake,2.56,G,57.7,G,17.3,G,1
4107,turkey fat,0.0,G,0.0,G,99.8,G,1
4108,kissable,0,0,0,0,0,0,1
4109,cranberry jelly,1.05,G,40.6,G,0.04,G,1
4110,tabasco pepper,1.29,G,0.8,G,0.76,G,1
4111,ziti rigatus,12.5,G,73.2,G,0.89,G,1
4112,cooked grit,1.71,G,14.8,G,0.46,G,1
4113,mexican tomato,12.0,G,2.46,G,7.06,G,1
4114,meatloaf mix,17.9,G,0.0,G,16.1,G,1
4115,banana pulp,3.89,G,88.3,G,1.81,G,1
4116,darjeeling tea,0.0,G,0.0,G,0.0,G,1
4117,chicken-filled tortellini,10.4,G,36.2,G,5.56,G,1
4118,ginger marmalade,0.0,G,60.7,G,0.0,G,1
4119,plastic cup,10.2,G,55.4,G,30.5,G,1
4120,pea,14.1,G,62.2,G,14.1,G,1
4121,ginger brew,0.0,G,10.4,G,0.0,G,1
4122,orange craisin,0.94,G,11.8,G,0.12,G,1
4123,irish potato,7.14,G,57.1,G,2.38,G,1
4124,chipotle marinade,3.18,G,12.8,G,31.3,G,1
4125,pignoli nut,10.0,G,16.7,G,60.0,G,1
4126,iodized salt,0.0,G,0.0,G,0.0,G,1
4127,dill sauce,0.0,G,7.14,G,67.9,G,1
4128,italian plum,0.52,G,13.5,G,0.23,G,1
4129,mint chip,3.19,G,23.4,G,17.0,G,1
4130,guava paste,0.1,G,72.6,G,0.27,G,1
4131,vegetable,2.3,G,6.8,G,0.2,G,1
4132,roasted pecan,6.17,G,31.0,G,58.4,G,1
4133,orange lentil,3.67,G,12.3,G,5.61,G,1
4134,tex-mex cheese,8.93,G,48.2,G,3.57,G,1
4135,swedish mustard,12.5,G,6.32,G,10.3,G,1
4136,frozen succotash,4.31,G,19.9,G,0.89,G,1
4137,bread mix,3.45,G,79.3,G,0.0,G,1
4138,butterscotching,2.2,G,67.1,G,29.0,G,1
4139,cooking fat,2.68,G,0.0,G,81.9,G,1
4140,lactose-free milk,3.28,G,4.67,G,3.2,G,1
4141,pumpkin flesh,1.96,G,21.6,G,0.1,G,1
